,leaderboardId,songId,cover,fullCover,name,subName,author,mapper,bpm,duration,stars,passRating,accRating,techRating,modifiersRating,difficultyName,type,starsMod,passRatingMod,accRatingMod,techRatingMod
44,17e5551,17e55,https://eu.cdn.beatsaver.com/4636e2c0fbcc6c118edf6fde61ef07eaa87eeedf.jpg,https://cdn.assets.beatleader.xyz/songcover-17e55-cover.png,Yubi Breaker,(from TANOCCA) [Level 3],ReeK,Jabob,190.0,145,5.1960416,3.6675239,7.0601177,2.9485967,"{'id': 6769, 'ssPredictedAcc': 0.9854827, 'ssPassRating': 2.9277518, 'ssAccRating': 6.5462484, 'ssTechRating': 2.4440153, 'ssStars': 4.543972, 'fsPredictedAcc': 0.98183644, 'fsPassRating': 4.664841, 'fsAccRating': 7.8803673, 'fsTechRating': 3.0886345, 'fsStars': 6.1303554, 'sfPredictedAcc': 0.9781553, 'sfPassRating': 6.237756, 'sfAccRating': 9.135881, 'sfTechRating': 3.4089704, 'sfStars': 7.665112, 'bfsPredictedAcc': 0.98235995, 'bfsPassRating': 4.5116935, 'bfsAccRating': 7.621563, 'bfsTechRating': 2.8070304, 'bfsStars': 5.8438396, 'bsfPredictedAcc': 0.97974014, 'bsfPassRating': 6.0381446, 'bsfAccRating': 8.579391, 'bsfTechRating': 3.1503649, 'bsfStars': 7.106889}",Hard,Midspeed,5.1960416,3.6675239,7.0601177,2.9485967
45,17e5571,17e55,https://eu.cdn.beatsaver.com/4636e2c0fbcc6c118edf6fde61ef07eaa87eeedf.jpg,https://cdn.assets.beatleader.xyz/songcover-17e55-cover.png,Yubi Breaker,(from TANOCCA) [Level 3],ReeK,Jabob,190.0,145,8.031338,7.358543,9.132181,3.4927843,"{'id': 6770, 'ssPredictedAcc': 0.9807626, 'ssPassRating': 6.081043, 'ssAccRating': 8.272545, 'ssTechRating': 3.1365254, 'ssStars': 6.86842, 'fsPredictedAcc': 0.9745099, 'fsPassRating': 9.034745, 'fsAccRating': 10.280816, 'fsTechRating': 3.4297318, 'fsStars': 9.5753355, 'sfPredictedAcc': 0.9684607, 'sfPassRating': 12.637866, 'sfAccRating': 11.796234, 'sfTechRating': 3.526867, 'sfStars': 12.348606, 'bfsPredictedAcc': 0.9753603, 'bfsPassRating': 9.184536, 'bfsAccRating': 10.046316, 'bfsTechRating': 3.2702975, 'bfsStars': 9.398817, 'bsfPredictedAcc': 0.9711077, 'bsfPassRating': 12.026089, 'bsfAccRating': 11.195044, 'bsfTechRating': 3.4624462, 'bsfStars': 11.532564}",Expert,Midspeed,8.031338,7.358543,9.132181,3.4927843
47,17e5591,17e55,https://eu.cdn.beatsaver.com/4636e2c0fbcc6c118edf6fde61ef07eaa87eeedf.jpg,https://cdn.assets.beatleader.xyz/songcover-17e55-cover.png,Yubi Breaker,(from TANOCCA) [Level 3],ReeK,Jabob,190.0,145,10.345973,9.169942,10.89205,4.581384,"{'id': 6771, 'ssPredictedAcc': 0.9755945, 'ssPassRating': 7.6315193, 'ssAccRating': 9.9662485, 'ssTechRating': 4.2360096, 'ssStars': 8.944365, 'fsPredictedAcc': 0.96729916, 'fsPassRating': 11.182576, 'fsAccRating': 12.028048, 'fsTechRating': 4.48138, 'fsStars': 12.126266, 'sfPredictedAcc': 0.9589119, 'sfPassRating': 15.961391, 'sfAccRating': 13.44475, 'sfTechRating': 4.5485253, 'sfStars': 15.604482, 'bfsPredictedAcc': 0.9683764, 'bfsPassRating': 11.448079, 'bfsAccRating': 11.814712, 'bfsTechRating': 4.6630077, 'bfsStars': 12.065981, 'bsfPredictedAcc': 0.9625143, 'bsfPassRating': 14.924474, 'bsfAccRating': 12.895142, 'bsfTechRating': 4.8830767, 'bsfStars': 14.632633}",ExpertPlus,Midspeed,10.345973,9.169942,10.89205,4.581384
50,18e391,18e3,https://eu.cdn.beatsaver.com/9f58bc121ce735e903e42a8dd4947fa2e9360ed8.jpg,https://cdn.assets.beatleader.xyz/songcover-18e3-cover.jpg,You're Everything,P*Light vs Yuyoyuppe,Zorowo,Zorowo,175.0,255,8.938061,6.4759126,9.581271,8.799075,"{'id': 6842, 'ssPredictedAcc': 0.9788327, 'ssPassRating': 5.245875, 'ssAccRating': 8.927144, 'ssTechRating': 8.082461, 'ssStars': 7.8847556, 'fsPredictedAcc': 0.97374016, 'fsPassRating': 8.103733, 'fsAccRating': 10.497919, 'fsTechRating': 9.113554, 'fsStars': 10.340483, 'sfPredictedAcc': 0.9684109, 'sfPassRating': 11.399603, 'sfAccRating': 11.80714, 'sfTechRating': 10.0628395, 'sfStars': 12.942749, 'bfsPredictedAcc': 0.9740134, 'bfsPassRating': 7.633204, 'bfsAccRating': 10.419815, 'bfsTechRating': 8.986845, 'bfsStars': 10.087142, 'bsfPredictedAcc': 0.9697289, 'bsfPassRating': 9.9811535, 'bsfAccRating': 11.524973, 'bsfTechRating': 9.497276, 'bsfStars': 12.023843}",ExpertPlus,Tech,8.938061,6.4759126,9.581271,8.799075
54,ff02112,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,4.312017,0.8960415,7.099571,1.9302225,"{'id': 1274032, 'ssPredictedAcc': 0.984816, 'ssPassRating': 0.6848312, 'ssAccRating': 6.6794515, 'ssTechRating': 1.5261998, 'ssStars': 3.8893027, 'fsPredictedAcc': 0.9815231, 'fsPassRating': 0.8960415, 'fsAccRating': 7.099571, 'fsTechRating': 1.9302225, 'fsStars': 4.312017, 'sfPredictedAcc': 0.97840977, 'sfPassRating': 0.8960415, 'sfAccRating': 7.099571, 'sfTechRating': 1.9302225, 'sfStars': 4.312017, 'bfsPredictedAcc': 0.9818792, 'bfsPassRating': 1.1996237, 'bfsAccRating': 7.7897935, 'bfsTechRating': 2.462884, 'bfsStars': 4.988044, 'bsfPredictedAcc': 0.9793005, 'bsfPassRating': 1.6877712, 'bsfAccRating': 8.726857, 'bsfTechRating': 3.2130866, 'bsfStars': 5.9592037}",Easy,Unknown,4.312017,0.8960415,7.099571,1.9302225
56,ff0231,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,2.098681,0.20089684,4.346903,0.45548674,"{'id': 9135, 'ssPredictedAcc': 0.99223346, 'ssPassRating': 0.15004097, 'ssAccRating': 4.206891, 'ssTechRating': 0.29688144, 'ssStars': 1.9954495, 'fsPredictedAcc': 0.9910746, 'fsPassRating': 0.27698258, 'fsAccRating': 4.619281, 'fsTechRating': 0.5366138, 'fsStars': 2.2771573, 'sfPredictedAcc': 0.989979, 'sfPassRating': 0.40933147, 'sfAccRating': 4.8977532, 'sfTechRating': 0.77014416, 'sfStars': 2.4967422, 'bfsPredictedAcc': 0.9912745, 'bfsPassRating': 0.2636075, 'bfsAccRating': 4.2363987, 'bfsTechRating': 0.47861007, 'bfsStars': 2.0334082, 'bsfPredictedAcc': 0.99051154, 'bsfPassRating': 0.38682956, 'bsfAccRating': 4.5371146, 'bsfTechRating': 0.6881844, 'bsfStars': 2.250912}",Normal,Accuracy,2.098681,0.20089684,4.346903,0.45548674
57,ff02312,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,2.2626095,0.19958653,4.6073737,0.47388864,"{'id': 1274031, 'ssPredictedAcc': 0.9907807, 'ssPassRating': 0.1489913, 'ssAccRating': 4.4262543, 'ssTechRating': 0.35675213, 'ssStars': 2.1366992, 'fsPredictedAcc': 0.9895604, 'fsPassRating': 0.19958653, 'fsAccRating': 4.6073737, 'fsTechRating': 0.47388864, 'fsStars': 2.2626095, 'sfPredictedAcc': 0.9883755, 'sfPassRating': 0.19958653, 'sfAccRating': 4.6073737, 'sfTechRating': 0.47388864, 'sfStars': 2.2626095, 'bfsPredictedAcc': 0.98976153, 'bfsPassRating': 0.2753432, 'bfsAccRating': 4.8008137, 'bfsTechRating': 0.6455919, 'bfsStars': 2.4042208, 'bsfPredictedAcc': 0.9888947, 'bsfPassRating': 0.40402353, 'bsfAccRating': 5.1074357, 'bsfTechRating': 0.9274009, 'bsfStars': 2.6484926}",Normal,Unknown,2.2626095,0.19958653,4.6073737,0.47388864
60,ff0251,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,1.8345721,0.23913135,3.933794,0.3321331,"{'id': 9136, 'ssPredictedAcc': 0.9933745, 'ssPassRating': 0.17920226, 'ssAccRating': 3.7237427, 'ssTechRating': 0.214605, 'ssStars': 1.6977168, 'fsPredictedAcc': 0.9920988, 'fsPassRating': 0.32824814, 'fsAccRating': 4.1738057, 'fsTechRating': 0.3834985, 'fsStars': 1.9847995, 'sfPredictedAcc': 0.9909447, 'sfPassRating': 0.48201025, 'sfAccRating': 4.434525, 'sfTechRating': 0.54506695, 'sfStars': 2.2029321, 'bfsPredictedAcc': 0.9923551, 'bfsPassRating': 0.33011162, 'bfsAccRating': 3.872818, 'bfsTechRating': 0.39059246, 'bfsStars': 1.8044956, 'bsfPredictedAcc': 0.9916265, 'bsfPassRating': 0.48087975, 'bsfAccRating': 4.1106825, 'bsfTechRating': 0.5550527, 'bsfStars': 2.0040953}",Hard,Accuracy,1.8345721,0.23913135,3.933794,0.3321331
63,ff0271,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,3.5234485,0.7391905,6.231861,0.9787519,"{'id': 9137, 'ssPredictedAcc': 0.9869939, 'ssPassRating': 0.56420165, 'ssAccRating': 5.9594646, 'ssTechRating': 0.6872978, 'ssStars': 3.2427788, 'fsPredictedAcc': 0.9849168, 'fsPassRating': 0.9914016, 'fsAccRating': 6.7528963, 'fsTechRating': 1.1274754, 'fsStars': 3.9875274, 'sfPredictedAcc': 0.982853, 'sfPassRating': 1.4097464, 'sfAccRating': 7.450545, 'sfTechRating': 1.4920295, 'sfStars': 4.66718, 'bfsPredictedAcc': 0.9852885, 'bfsPassRating': 0.90700823, 'bfsAccRating': 6.517101, 'bfsTechRating': 1.0550861, 'bfsStars': 3.7851005, 'bsfPredictedAcc': 0.9838558, 'bsfPassRating': 1.2806768, 'bsfAccRating': 7.0356317, 'bsfTechRating': 1.4043823, 'bsfStars': 4.313279}",Expert,Accuracy,3.5234485,0.7391905,6.231861,0.9787519
67,ff0291,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,3.052487,0.88593763,5.405998,1.3724318,"{'id': 9138, 'ssPredictedAcc': 0.98960084, 'ssPassRating': 0.6778517, 'ssAccRating': 4.998551, 'ssTechRating': 0.9852559, 'ssStars': 2.6745622, 'fsPredictedAcc': 0.98683786, 'fsPassRating': 1.1845561, 'fsAccRating': 6.0150385, 'fsTechRating': 1.5881008, 'fsStars': 3.5820017, 'sfPredictedAcc': 0.98401207, 'sfPassRating': 1.6771607, 'sfAccRating': 6.975091, 'sfTechRating': 2.071111, 'sfStars': 4.47006, 'bfsPredictedAcc': 0.9872467, 'bfsPassRating': 1.1832973, 'bfsAccRating': 5.7424364, 'bfsTechRating': 1.5745409, 'bfsStars': 3.391163, 'bsfPredictedAcc': 0.9851496, 'bsfPassRating': 1.7034179, 'bsfAccRating': 6.5639815, 'bsfTechRating': 2.1047153, 'bsfStars': 4.182524}",ExpertPlus,Accuracy,3.052487,0.88593763,5.405998,1.3724318
70,ff02912,ff02,https://eu.cdn.beatsaver.com/33f7950e5d92996727d514c78d5d30242d371761.jpg,https://cdn.assets.beatleader.xyz/songcover-ff02-cover.jpg,Your Best Friend,,Toby Fox,Various Mappers,124.0,25,2.9261396,0.88326526,5.2467585,1.2133602,"{'id': 1274030, 'ssPredictedAcc': 0.98967034, 'ssPassRating': 0.67590964, 'ssAccRating': 4.831311, 'ssTechRating': 0.9600103, 'ssStars': 2.5626056, 'fsPredictedAcc': 0.98692405, 'fsPassRating': 0.88326526, 'fsAccRating': 5.2467585, 'fsTechRating': 1.2133602, 'fsStars': 2.9261396, 'sfPredictedAcc': 0.9841414, 'sfPassRating': 0.88326526, 'sfAccRating': 5.2467585, 'sfTechRating': 1.2133602, 'sfStars': 2.9261396, 'bfsPredictedAcc': 0.9873229, 'bfsPassRating': 1.1807609, 'bfsAccRating': 5.7159295, 'bfsTechRating': 1.5473185, 'bfsStars': 3.3688555, 'bsfPredictedAcc': 0.98526263, 'bsfPassRating': 1.6995528, 'bsfAccRating': 6.5257816, 'bsfTechRating': 2.0684328, 'bsfStars': 4.149181}",ExpertPlus,Unknown,2.9261396,0.88326526,5.2467585,1.2133602
76,29c5491,29c54,https://eu.cdn.beatsaver.com/76be9aae3a238897ba146e001cc821a9811cd3a8.jpg,https://cdn.assets.beatleader.xyz/songcover-29c54-cover.jpg,"Young, Wild and Free",,Wiz Khalifa and Snoop Dogg Feat. Bruno Mars,Remie,190.0,210,5.808349,2.7410638,8.182001,2.9978695,"{'id': 8100, 'ssPredictedAcc': 0.98276484, 'ssPassRating': 2.151609, 'ssAccRating': 7.570663, 'ssTechRating': 2.405819, 'ssStars': 5.0914288, 'fsPredictedAcc': 0.9782764, 'fsPassRating': 3.5538707, 'fsAccRating': 9.12099, 'fsTechRating': 3.25744, 'fsStars': 6.8245053, 'sfPredictedAcc': 0.9735553, 'sfPassRating': 4.8367696, 'sfAccRating': 10.551424, 'sfTechRating': 3.7406993, 'sfStars': 8.469206, 'bfsPredictedAcc': 0.97905475, 'bfsPassRating': 3.5386474, 'bfsAccRating': 8.811518, 'bfsTechRating': 3.2806277, 'bfsStars': 6.574247, 'bsfPredictedAcc': 0.97587264, 'bsfPassRating': 4.917193, 'bsfAccRating': 9.872851, 'bsfTechRating': 3.8887012, 'bsfStars': 7.9438834}",ExpertPlus,Midspeed,5.808349,2.7410638,8.182001,2.9978695
78,1b7d611,1b7d6,https://eu.cdn.beatsaver.com/bf8feed6e50da0845614177be5a9b50340bde6b9.jpg,https://cdn.assets.beatleader.xyz/songcover-1b7d6-cover.jpg,You'll Be Gone,,YonKaGor,EmotionalFlight,125.0,225,2.6955311,0.7842689,4.9884996,0.94780964,"{'id': 7263, 'ssPredictedAcc': 0.9912645, 'ssPassRating': 0.59467334, 'ssAccRating': 4.72641, 'ssTechRating': 0.66180193, 'ssStars': 2.435964, 'fsPredictedAcc': 0.9896205, 'fsPassRating': 1.0609328, 'fsAccRating': 5.374485, 'fsTechRating': 1.0955946, 'fsStars': 3.0480514, 'sfPredictedAcc': 0.98807836, 'sfPassRating': 1.5274332, 'sfAccRating': 5.85074, 'sfTechRating': 1.4576576, 'sfStars': 3.5462162, 'bfsPredictedAcc': 0.9899141, 'bfsPassRating': 1.03794, 'bfsAccRating': 4.7506084, 'bfsTechRating': 1.0710554, 'bfsStars': 2.6268542, 'bsfPredictedAcc': 0.9888474, 'bsfPassRating': 1.4828858, 'bsfAccRating': 5.1253037, 'bsfTechRating': 1.4273441, 'bsfStars': 3.035004}",Easy,Accuracy,2.6955311,0.7842689,4.9884996,0.94780964
79,1b7d631,1b7d6,https://eu.cdn.beatsaver.com/bf8feed6e50da0845614177be5a9b50340bde6b9.jpg,https://cdn.assets.beatleader.xyz/songcover-1b7d6-cover.jpg,You'll Be Gone,,YonKaGor,EmotionalFlight,125.0,225,2.9819794,1.1537963,5.1419063,1.6261556,"{'id': 7264, 'ssPredictedAcc': 0.9899045, 'ssPassRating': 0.8788877, 'ssAccRating': 4.9165406, 'ssTechRating': 1.1826782, 'ssStars': 2.7035718, 'fsPredictedAcc': 0.98811805, 'fsPassRating': 1.551367, 'fsAccRating': 5.572893, 'fsTechRating': 1.8786759, 'fsStars': 3.4127493, 'sfPredictedAcc': 0.98633844, 'sfPassRating': 2.213594, 'sfAccRating': 6.100172, 'sfTechRating': 2.4131768, 'sfStars': 4.026546, 'bfsPredictedAcc': 0.9883683, 'bfsPassRating': 1.5436511, 'bfsAccRating': 5.3135567, 'bfsTechRating': 1.8717111, 'bfsStars': 3.2322214, 'bsfPredictedAcc': 0.9870245, 'bsfPassRating': 2.1848645, 'bsfAccRating': 5.8210673, 'bsfTechRating': 2.4050813, 'bsfStars': 3.8193166}",Normal,Accuracy,2.9819794,1.1537963,5.1419063,1.6261556
81,1b7d651,1b7d6,https://eu.cdn.beatsaver.com/bf8feed6e50da0845614177be5a9b50340bde6b9.jpg,https://cdn.assets.beatleader.xyz/songcover-1b7d6-cover.jpg,You'll Be Gone,,YonKaGor,EmotionalFlight,125.0,225,3.589744,1.5157778,5.843239,1.8720151,"{'id': 7265, 'ssPredictedAcc': 0.9881694, 'ssPassRating': 1.1660789, 'ssAccRating': 5.531396, 'ssTechRating': 1.398375, 'ssStars': 3.2202907, 'fsPredictedAcc': 0.98575616, 'fsPassRating': 2.0139694, 'fsAccRating': 6.431464, 'fsTechRating': 2.1207728, 'fsStars': 4.173585, 'sfPredictedAcc': 0.98326474, 'sfPassRating': 2.829626, 'sfAccRating': 7.2743974, 'sfTechRating': 2.6333165, 'sfStars': 5.08607, 'bfsPredictedAcc': 0.9860563, 'bfsPassRating': 1.986113, 'bfsAccRating': 6.190402, 'bfsTechRating': 2.1322782, 'bfsStars': 3.9944332, 'bsfPredictedAcc': 0.9841296, 'bsfPassRating': 2.7703037, 'bsfAccRating': 6.9302483, 'bsfTechRating': 2.652346, 'bsfStars': 4.8140492}",Hard,Accuracy,3.589744,1.5157778,5.843239,1.8720151
82,1b7d671,1b7d6,https://eu.cdn.beatsaver.com/bf8feed6e50da0845614177be5a9b50340bde6b9.jpg,https://cdn.assets.beatleader.xyz/songcover-1b7d6-cover.jpg,You'll Be Gone,,YonKaGor,EmotionalFlight,125.0,225,4.8497944,2.8825493,6.9368534,2.6553218,"{'id': 7266, 'ssPredictedAcc': 0.98586, 'ssPassRating': 2.2692335, 'ssAccRating': 6.388951, 'ssTechRating': 2.1318293, 'ssStars': 4.212747, 'fsPredictedAcc': 0.98205405, 'fsPassRating': 3.7245612, 'fsAccRating': 7.8054714, 'fsTechRating': 2.8521643, 'fsStars': 5.77154, 'sfPredictedAcc': 0.9781779, 'sfPassRating': 5.046774, 'sfAccRating': 9.127443, 'sfTechRating': 3.2516818, 'sfStars': 7.2701373, 'bfsPredictedAcc': 0.9825531, 'bfsPassRating': 3.6808572, 'bfsAccRating': 7.556004, 'bfsTechRating': 2.8322988, 'bfsStars': 5.5632815, 'bsfPredictedAcc': 0.97968006, 'bsfPassRating': 5.0112534, 'bsfAccRating': 8.599236, 'bsfTechRating': 3.2742813, 'bsfStars': 6.8324804}",Expert,Midspeed,4.8497944,2.8825493,6.9368534,2.6553218
83,1b7d691,1b7d6,https://eu.cdn.beatsaver.com/bf8feed6e50da0845614177be5a9b50340bde6b9.jpg,https://cdn.assets.beatleader.xyz/songcover-1b7d6-cover.jpg,You'll Be Gone,,YonKaGor,EmotionalFlight,125.0,225,7.8282886,3.927347,9.928593,4.8079576,"{'id': 7267, 'ssPredictedAcc': 0.97875255, 'ssPassRating': 3.1232817, 'ssAccRating': 9.222889, 'ssTechRating': 4.0838943, 'ssStars': 6.901575, 'fsPredictedAcc': 0.9733006, 'fsPassRating': 5.015382, 'fsAccRating': 10.944488, 'fsTechRating': 5.117773, 'fsStars': 9.074267, 'sfPredictedAcc': 0.9678823, 'sfPassRating': 6.8022103, 'sfAccRating': 12.281562, 'sfTechRating': 5.6084533, 'sfStars': 10.921197, 'bfsPredictedAcc': 0.97381866, 'bfsPassRating': 4.9993405, 'bfsAccRating': 10.475355, 'bfsTechRating': 5.1470175, 'bfsStars': 8.670685, 'bsfPredictedAcc': 0.9695926, 'bsfPassRating': 6.8134885, 'bsfAccRating': 11.553531, 'bsfTechRating': 5.8081393, 'bsfStars': 10.305332}",ExpertPlus,Midspeed,7.8282886,3.927347,9.928593,4.8079576
88,d4b811,d4b8,https://eu.cdn.beatsaver.com/d112173d950ad96b0903bc085a9c07cdcfac7f29.jpg,https://cdn.assets.beatleader.xyz/songcover-d4b8-cover.jpg,You Are Mine,ft Kayliana,S3RL,Ramen Noodle,175.0,192,6.7915134,3.2415147,9.234875,3.0240362,"{'id': 8921, 'ssPredictedAcc': 0.97862124, 'ssPassRating': 2.5709524, 'ssAccRating': 8.678867, 'ssTechRating': 2.4752, 'ssStars': 6.0753374, 'fsPredictedAcc': 0.9740095, 'fsPassRating': 4.1555605, 'fsAccRating': 10.049272, 'fsTechRating': 3.2190585, 'fsStars': 7.759333, 'sfPredictedAcc': 0.96946687, 'sfPassRating': 5.583934, 'sfAccRating': 11.167009, 'sfTechRating': 3.612251, 'sfStars': 9.213526, 'bfsPredictedAcc': 0.97473544, 'bfsPassRating': 4.2062273, 'bfsAccRating': 10.218886, 'bfsTechRating': 3.259521, 'bfsStars': 7.922356, 'bsfPredictedAcc': 0.97164875, 'bsfPassRating': 5.758139, 'bsfAccRating': 11.057535, 'bsfTechRating': 3.757937, 'bsfStars': 9.197371}",Easy,Midspeed,6.7915134,3.2415147,9.234875,3.0240362
90,d4b831,d4b8,https://eu.cdn.beatsaver.com/d112173d950ad96b0903bc085a9c07cdcfac7f29.jpg,https://cdn.assets.beatleader.xyz/songcover-d4b8-cover.jpg,You Are Mine,ft Kayliana,S3RL,Ramen Noodle,175.0,192,8.642248,4.653128,10.73042,4.2467766,"{'id': 8922, 'ssPredictedAcc': 0.96963805, 'ssPassRating': 3.759471, 'ssAccRating': 10.286611, 'ssTechRating': 3.6703947, 'ssStars': 7.9057875, 'fsPredictedAcc': 0.96321505, 'fsPassRating': 5.843198, 'fsAccRating': 11.381414, 'fsTechRating': 4.3978057, 'fsStars': 9.607177, 'sfPredictedAcc': 0.9571057, 'sfPassRating': 7.9216833, 'sfAccRating': 12.223299, 'sfTechRating': 4.718172, 'sfStars': 11.115004, 'bfsPredictedAcc': 0.96399236, 'bfsPassRating': 6.0006237, 'bfsAccRating': 12.623887, 'bfsTechRating': 4.528403, 'bfsStars': 10.782211, 'bsfPredictedAcc': 0.95973146, 'bsfPassRating': 8.044253, 'bsfAccRating': 13.3156395, 'bsfTechRating': 5.008041, 'bsfStars': 12.206349}",Normal,Midspeed,8.642248,4.653128,10.73042,4.2467766
91,d4b851,d4b8,https://eu.cdn.beatsaver.com/d112173d950ad96b0903bc085a9c07cdcfac7f29.jpg,https://cdn.assets.beatleader.xyz/songcover-d4b8-cover.jpg,You Are Mine,ft Kayliana,S3RL,Ramen Noodle,175.0,192,9.1689005,6.2178497,10.567989,5.3416295,"{'id': 8923, 'ssPredictedAcc': 0.97724104, 'ssPassRating': 5.0562673, 'ssAccRating': 9.698718, 'ssTechRating': 4.792549, 'ssStars': 7.9768896, 'fsPredictedAcc': 0.9701495, 'fsPassRating': 7.746589, 'fsAccRating': 11.73339, 'fsTechRating': 5.4294972, 'fsStars': 10.726942, 'sfPredictedAcc': 0.9628807, 'sfPassRating': 10.77001, 'sfAccRating': 13.169518, 'sfTechRating': 5.65819, 'sfStars': 13.223078, 'bfsPredictedAcc': 0.9709268, 'bfsPassRating': 7.768931, 'bfsAccRating': 11.241798, 'bfsTechRating': 5.519862, 'bfsStars': 10.310001, 'bsfPredictedAcc': 0.9655405, 'bsfPassRating': 10.31108, 'bsfAccRating': 12.337748, 'bsfTechRating': 5.93071, 'bsfStars': 12.309763}",Hard,Midspeed,9.1689005,6.2178497,10.567989,5.3416295
92,d4b871,d4b8,https://eu.cdn.beatsaver.com/d112173d950ad96b0903bc085a9c07cdcfac7f29.jpg,https://cdn.assets.beatleader.xyz/songcover-d4b8-cover.jpg,You Are Mine,ft Kayliana,S3RL,Ramen Noodle,175.0,192,10.083665,5.7515855,12.047831,3.8925982,"{'id': 8924, 'ssPredictedAcc': 0.9708114, 'ssPassRating': 4.670643, 'ssAccRating': 11.271821, 'ssTechRating': 3.4205523, 'ssStars': 8.984632, 'fsPredictedAcc': 0.96151614, 'fsPassRating': 7.1768613, 'fsAccRating': 13.042875, 'fsTechRating': 3.9314742, 'fsStars': 11.467869, 'sfPredictedAcc': 0.9525585, 'sfPassRating': 9.899464, 'sfAccRating': 14.357774, 'sfTechRating': 4.126225, 'sfStars': 13.739297, 'bfsPredictedAcc': 0.9627756, 'bfsPassRating': 7.2571716, 'bfsAccRating': 12.857024, 'bfsTechRating': 3.9695323, 'bfsStars': 11.333077, 'bsfPredictedAcc': 0.95650846, 'bsfPassRating': 9.643504, 'bsfAccRating': 13.7988, 'bsfTechRating': 4.2921305, 'bsfStars': 13.138651}",Expert,Midspeed,10.083665,5.7515855,12.047831,3.8925982
93,d4b891,d4b8,https://eu.cdn.beatsaver.com/d112173d950ad96b0903bc085a9c07cdcfac7f29.jpg,https://cdn.assets.beatleader.xyz/songcover-d4b8-cover.jpg,You Are Mine,ft Kayliana,S3RL,Ramen Noodle,175.0,192,9.691174,6.3884473,11.15222,5.0691433,"{'id': 8925, 'ssPredictedAcc': 0.97441703, 'ssPassRating': 5.192218, 'ssAccRating': 10.30653, 'ssTechRating': 4.547406, 'ssStars': 8.495065, 'fsPredictedAcc': 0.96644056, 'fsPassRating': 7.963412, 'fsAccRating': 12.17728, 'fsTechRating': 5.1294684, 'fsStars': 11.155187, 'sfPredictedAcc': 0.9583499, 'sfPassRating': 11.11784, 'sfAccRating': 13.534747, 'sfTechRating': 5.333228, 'sfStars': 13.6544, 'bfsPredictedAcc': 0.9674741, 'bfsPassRating': 7.9639, 'bfsAccRating': 11.998087, 'bfsTechRating': 5.2583427, 'bfsStars': 11.0142565, 'bsfPredictedAcc': 0.9616761, 'bsfPassRating': 10.58866, 'bsfAccRating': 13.01897, 'bsfTechRating': 5.649491, 'bsfStars': 13.007399}",ExpertPlus,Midspeed,9.691174,6.3884473,11.15222,5.0691433
96,1a86291,1a862,https://eu.cdn.beatsaver.com/c201f9f119fd19cd3e8ac00446302fb5970dbcdc.jpg,https://cdn.assets.beatleader.xyz/songcover-1a862-YAFN.jpg,You Are F**king Noob!!!!,,Camellia,Shappy,300.0,259,10.231871,9.111623,10.835008,4.3169703,"{'id': 7103, 'ssPredictedAcc': 0.97582656, 'ssPassRating': 7.5877156, 'ssAccRating': 9.888195, 'ssTechRating': 3.9802055, 'ssStars': 8.823071, 'fsPredictedAcc': 0.96751, 'fsPassRating': 11.10324, 'fsAccRating': 11.9919615, 'fsTechRating': 4.213248, 'fsStars': 12.016852, 'sfPredictedAcc': 0.9587069, 'sfPassRating': 15.822616, 'sfAccRating': 13.477435, 'sfTechRating': 4.2777452, 'sfStars': 15.521011, 'bfsPredictedAcc': 0.9686525, 'bfsPassRating': 11.420016, 'bfsAccRating': 11.754391, 'bfsTechRating': 4.3938575, 'bfsStars': 11.9545145, 'bsfPredictedAcc': 0.96251124, 'bsfPassRating': 14.888127, 'bsfAccRating': 12.895592, 'bsfTechRating': 4.605374, 'bsfStars': 14.567926}",ExpertPlus,Midspeed,10.231871,9.111623,10.835008,4.3169703
